,TotalCharges,tenure,MonthlyCharges,MultipleLines_No phone service,SeniorCitizen,Contract_One year,PaymentMethod_Credit card (automatic),InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Mailed check,Contract_Two year,Churn,OnlineSecurity_Yes,TechSupport_Yes
5283,953.65,19,48.8,0,0,0,0,0,0,1,0,0,0,1
5284,198.0,5,45.7,1,1,0,0,0,0,0,0,1,0,0
5285,5705.05,71,80.7,0,0,0,1,0,0,0,1,0,0,1
5286,609.9,8,74.5,0,0,0,0,0,0,0,0,1,1,0
5287,20.55,1,20.55,0,0,0,1,1,0,0,0,0,0,0
5288,79.65,1,79.65,0,0,0,0,0,0,0,0,1,0,0
5289,6993.65,61,115.1,0,0,1,0,0,0,1,0,0,1,1
5290,4122.65,71,59.7,1,0,0,0,0,1,0,1,0,1,1
5291,5762.95,68,86.45,0,0,1,1,0,0,0,0,0,0,0
5292,1537.85,46,33.7,1,0,1,1,0,0,0,0,0,0,1
5293,2603.3,33,80.1,0,0,1,0,0,1,0,0,0,1,0
5294,5566.4,53,104.05,0,0,0,0,0,1,0,1,0,1,1
5295,5431.9,50,108.75,0,1,0,0,0,1,0,0,0,1,0
5296,2258.25,57,41.1,1,0,1,1,0,0,0,0,0,1,1
5297,1092.35,54,20.35,0,0,0,0,1,1,0,1,0,0,0
5298,6401.25,60,105.9,0,1,0,0,0,0,0,0,0,0,0
5299,2812.2,28,101.3,0,1,0,1,0,0,0,0,1,0,1
5300,80.05,1,80.05,0,0,0,0,0,0,1,0,1,0,0
5301,2698.35,29,89.2,0,0,0,0,0,0,0,0,1,0,0
5302,616.9,10,65.5,0,0,0,0,0,0,0,0,0,0,1
5303,1912.85,43,40.45,1,0,0,0,0,0,0,0,0,1,0
5304,849.1,13,70.45,0,1,0,0,0,1,0,0,0,0,0
5305,3460.3,43,78.8,0,0,0,0,0,0,0,1,0,1,1
5306,1465.75,19,83.65,0,0,0,0,0,0,0,0,1,0,0
5307,90.1,1,90.1,0,0,0,0,0,0,0,0,0,0,0
5308,5555.3,69,82.45,0,0,0,1,0,0,0,1,0,1,1
5309,1278.8,61,20.25,0,0,0,1,1,0,0,1,0,0,0
5310,2907.35,43,66.25,0,0,0,0,0,1,0,0,0,1,1
5311,146.3,6,19.5,0,0,0,0,1,1,0,0,1,0,0
5312,51.25,1,51.25,0,0,0,0,0,0,1,0,1,0,1
5313,4952.95,56,89.7,0,0,0,0,0,0,1,0,0,0,0
5314,4504.9,70,64.55,1,0,0,0,0,1,0,1,0,1,1
5315,45.6,1,45.6,0,0,0,0,0,0,0,0,1,0,0
5316,4520.15,49,93.65,0,0,1,0,0,0,0,0,0,0,0
5317,267.35,6,49.65,0,0,0,0,0,1,0,0,1,0,1
5318,2316.85,32,73.6,0,0,0,0,0,0,1,1,0,1,1
5319,8075.35,72,109.75,0,1,0,0,0,0,1,1,0,1,1
5320,2302.35,37,61.45,0,0,0,1,0,0,0,1,0,1,1
5321,7251.9,69,106.4,0,0,1,1,0,0,0,0,0,1,1
5322,2078.55,26,81.9,0,0,0,0,0,1,0,0,0,0,1
5323,6225.4,58,105.2,0,0,1,1,0,0,0,0,0,0,0
5324,1242.25,24,54.6,0,0,1,0,0,1,0,0,0,0,1
5325,99.45,5,20.55,0,0,1,0,1,0,0,0,0,0,0
5326,288.05,15,20.0,0,0,0,0,1,0,0,0,1,0,0
5327,599.25,30,19.7,0,0,0,0,1,0,1,1,0,0,0
5328,3462.1,55,66.05,0,0,1,1,0,0,0,0,0,1,1
5329,853.0,25,34.0,1,0,0,0,0,1,0,0,1,0,0
5330,934.1,10,92.5,0,1,0,0,0,0,1,0,1,0,1
5331,2375.2,44,54.05,1,0,0,1,0,0,0,1,0,1,1
5332,2813.05,47,58.9,0,0,1,0,0,0,1,0,0,1,1
5333,1222.8,13,88.35,0,0,0,0,0,0,0,0,1,0,0
5334,5293.2,49,107.95,0,0,0,0,0,1,0,1,1,0,1
5335,6314.35,64,96.9,0,0,1,0,0,0,1,0,0,1,1
5336,19.1,1,19.1,0,0,0,0,1,0,1,0,0,0,0
5337,1003.05,20,50.0,0,0,0,0,0,0,1,0,0,0,1
5338,1593.1,37,45.4,1,0,0,0,0,0,0,1,0,1,1
5339,2509.95,30,85.45,0,0,0,0,0,0,0,0,0,0,0
5340,3187.65,38,84.1,0,0,1,0,0,1,0,0,0,1,0
5341,74.45,1,74.45,0,1,0,0,0,0,1,0,1,0,0
5342,2345.2,37,64.75,0,0,0,0,0,0,0,0,1,0,0
5343,3330.1,52,66.25,1,0,0,1,0,0,0,1,0,1,1
5344,5522.7,71,76.9,0,0,0,1,0,0,0,1,0,1,1
5345,2335.3,26,89.8,0,0,0,0,0,0,0,0,1,0,0
5346,4798.4,66,74.6,0,0,0,1,0,0,0,1,0,1,0
5347,8594.4,72,116.95,0,0,0,1,0,0,0,1,0,1,1
5348,970.55,25,40.65,1,0,1,1,0,0,0,0,0,1,0
5349,7665.8,69,114.35,0,0,0,0,0,1,0,1,0,1,1
5350,3686.05,53,69.7,0,0,0,0,0,1,0,1,0,1,0
5351,1115.15,12,95.5,0,0,1,0,0,0,1,0,1,0,0
5352,2537.0,26,98.65,0,0,0,0,0,0,0,0,0,0,1
5353,1393.6,21,61.65,0,0,0,0,0,0,1,0,0,0,0
5354,89.35,1,89.35,0,0,0,0,0,0,0,0,0,0,0
5355,4445.3,48,95.4,0,0,0,0,0,0,0,0,0,1,1
5356,978.6,26,35.4,1,0,1,1,0,0,0,0,0,1,0
5357,1258.15,60,19.95,0,0,0,0,1,0,1,1,0,0,0
5358,331.35,18,19.25,0,0,0,0,1,0,1,0,0,0,0
5359,291.4,10,29.65,1,1,0,0,0,0,0,0,1,0,1
5360,453.75,5,84.5,0,0,0,0,0,0,0,0,1,1,0
5361,84.75,4,20.4,0,0,1,0,1,0,1,0,0,0,0
5362,1715.1,65,24.75,0,0,0,1,1,0,0,1,0,0,0
5363,1715.15,70,25.35,0,0,0,0,1,0,1,1,0,0,0
5364,1597.25,18,90.7,0,0,0,1,0,0,0,0,1,0,0
5365,1250.1,62,20.0,0,0,0,0,1,1,0,1,0,0,0
5366,3996.8,66,59.75,0,0,0,0,0,0,0,1,0,1,0
5367,5215.1,65,82.5,0,0,0,0,0,1,0,1,0,1,1
5368,235.5,3,70.3,0,1,0,0,0,0,0,0,1,0,0
5369,673.2,34,20.35,0,0,0,0,1,0,1,0,0,0,0
5370,1442.2,16,90.8,0,0,0,0,0,1,0,0,0,0,0
5371,5639.05,54,103.95,0,0,1,0,0,1,0,0,1,1,0
5372,5222.35,50,104.95,0,1,0,0,0,0,0,0,0,0,1
5373,7291.75,71,105.25,0,0,0,0,0,0,0,1,0,0,1
5374,799.65,10,74.75,0,0,0,0,0,0,0,0,1,0,0
5375,50.8,1,50.8,0,0,0,0,0,0,0,0,1,0,1
5376,424.5,18,23.75,0,0,1,0,1,0,1,0,0,0,0
5377,249.4,4,61.3,0,0,0,0,0,0,0,0,0,0,1
5378,4415.75,58,75.8,0,0,0,0,0,0,1,1,0,1,1
5379,5270.6,56,98.0,0,0,1,0,0,0,0,0,0,1,0
5380,144.55,2,80.25,0,0,0,0,0,0,0,0,1,0,0
5381,2447.95,32,78.9,0,0,0,0,0,0,0,0,1,0,0
5382,2884.9,56,52.0,1,0,1,0,0,0,1,0,0,1,1
5383,3050.15,36,84.75,0,0,0,0,0,0,0,0,1,0,0
5384,253.0,4,64.4,0,0,0,0,0,0,1,0,0,0,1
5385,4517.25,53,85.45,0,0,0,0,0,1,0,0,1,0,0
5386,436.2,10,45.8,0,0,0,1,0,0,0,0,0,0,0
5387,118.4,4,30.5,1,0,0,0,0,0,0,0,0,0,1
5388,19.9,1,19.9,0,0,0,0,1,0,1,0,1,0,0
5389,3649.6,51,69.15,0,0,0,0,0,0,1,0,0,0,0
5390,1200.15,12,99.45,0,1,0,0,0,0,0,0,1,0,0
5391,255.6,6,49.25,1,0,1,0,0,0,1,0,0,0,1
5392,2395.05,63,39.35,1,0,0,0,0,1,0,1,0,0,1
5393,70.6,1,70.6,0,0,0,0,0,0,0,0,1,0,0
5394,5083.55,48,105.1,0,0,0,1,0,0,0,0,0,0,1
5395,389.6,5,81.0,0,0,0,1,0,0,0,0,1,0,0
5396,644.5,35,20.1,0,0,1,1,1,0,0,0,0,0,0
5397,523.5,6,84.85,0,0,0,0,0,0,0,0,1,0,0
5398,39.3,2,19.75,0,0,0,0,1,0,1,0,0,0,0
5399,989.05,50,19.75,0,0,1,0,1,1,0,0,0,0,0
5400,2406.1,33,70.4,0,0,0,0,0,1,0,0,0,0,0
5401,638.55,31,20.45,0,0,0,0,1,0,1,1,0,0,0
5402,191.1,9,20.35,0,0,0,0,1,0,1,1,0,0,0
5403,4524.05,54,86.2,0,0,0,0,0,0,0,0,0,0,1
5404,4664.2,46,95.65,0,0,1,1,0,0,0,0,0,1,0
5405,3470.8,34,103.8,0,0,1,0,0,0,0,0,0,1,0
5406,6910.3,71,97.2,0,0,0,0,0,0,0,1,0,1,0
5407,4014.2,63,63.55,0,0,0,0,0,0,1,1,0,1,1
5408,1288.0,51,24.95,0,0,0,0,1,1,0,1,0,0,0
5409,2277.65,26,89.15,0,1,0,0,0,0,0,0,1,0,0
5410,6375.8,64,99.0,0,0,0,0,0,1,0,1,0,1,0
5411,24.8,1,24.8,1,1,0,0,0,0,0,0,1,0,0
5412,5251.75,61,85.55,0,1,1,0,0,1,0,0,0,0,1
5413,1505.45,15,94.0,0,0,0,1,0,0,0,0,0,0,0
5414,6903.1,64,105.65,0,0,1,1,0,0,0,0,1,0,1
5415,913.3,18,50.3,0,0,0,0,0,0,0,0,0,0,0
5416,5535.8,57,95.0,0,0,1,0,0,0,0,0,0,0,0
5417,815.55,14,61.4,0,0,0,0,0,1,0,1,0,1,0
5418,1411.65,18,80.55,0,1,0,1,0,0,0,0,0,0,0
5419,5602.25,72,78.5,0,1,0,0,0,1,0,1,0,1,0
5420,8244.3,70,114.3,0,0,0,1,0,0,0,1,0,1,1
5421,741.5,38,20.05,0,0,0,0,1,0,1,1,0,0,0
5422,4375.8,68,62.65,0,0,0,1,0,0,0,1,0,1,1
5423,1008.7,13,80.85,0,0,0,0,0,0,0,0,1,0,0
5424,5968.4,65,92.7,0,1,0,1,0,0,0,1,0,1,0
5425,3096.9,30,100.45,0,0,0,0,0,0,0,0,0,0,0
5426,3901.25,51,75.2,0,0,0,0,0,1,0,1,0,0,1
5427,2613.4,31,84.75,0,0,0,1,0,0,0,0,0,1,0
5428,853.1,9,89.45,0,0,0,0,0,0,0,0,1,0,0
5429,5661.7,72,79.5,0,0,0,0,0,1,0,1,0,1,1
5430,794.25,10,72.15,0,0,0,1,0,0,0,0,1,0,0
5431,695.05,37,19.8,0,0,1,0,1,0,0,0,0,0,0
5432,160.8,2,76.4,0,0,0,0,0,0,0,0,1,0,1
5433,5552.05,55,100.9,0,0,1,0,0,0,1,0,0,1,0
5434,3275.15,33,95.3,0,0,0,0,0,1,0,0,0,1,0
5435,4236.6,46,90.95,0,0,1,0,0,1,0,0,0,0,1
5436,54.5,1,54.5,0,0,0,0,0,0,0,0,0,1,1
5437,1174.35,20,61.6,0,1,0,0,0,0,1,0,1,0,0
5438,741.7,9,79.9,0,0,0,0,0,0,0,0,1,0,0
5439,3019.25,32,96.15,0,1,0,1,0,0,0,0,1,0,0
5440,962.9,19,49.6,0,0,0,0,0,1,0,0,0,0,0
5441,4759.75,70,65.3,0,0,0,1,0,0,0,1,1,1,1
5442,1498.35,61,25.0,0,0,0,1,1,0,0,1,0,0,0
5443,1233.15,26,45.45,0,0,0,0,0,0,0,0,0,0,0
5444,4882.8,45,107.75,0,0,0,0,0,1,0,0,0,0,0
5445,5411.65,62,89.1,0,0,0,1,0,0,0,1,0,0,0
5446,19.65,1,19.65,0,0,0,0,1,0,1,0,1,0,0
5447,148.05,3,44.75,0,0,0,0,0,0,1,0,0,0,0
5448,3930.55,41,101.6,0,0,1,0,0,1,0,0,0,1,0
5449,6895.5,67,103.15,0,0,0,0,0,1,0,1,0,0,1
5450,84.65,1,84.65,0,0,0,0,0,0,1,0,1,0,0
5451,6856.95,71,95.65,0,0,1,0,0,0,1,0,0,1,0
5452,2658.8,37,75.1,0,0,1,0,0,1,0,0,0,1,0
5453,3766.2,60,61.35,0,0,0,0,0,0,1,1,0,1,1
5454,69.55,1,69.55,0,1,0,0,0,0,0,0,1,0,0
5455,129.55,6,19.7,0,0,0,1,1,0,0,0,0,0,0
5456,347.25,13,31.05,1,0,0,0,0,0,0,0,1,0,0
5457,581.7,11,51.0,0,0,0,0,0,1,0,0,0,1,0
5458,354.05,7,51.0,0,0,0,0,0,0,1,0,1,1,0
5459,929.45,10,88.85,0,0,0,0,0,0,0,0,0,0,0
5460,679.0,34,20.05,0,0,0,1,1,0,0,1,0,0,0
5461,3846.75,62,65.1,0,0,0,0,0,0,1,1,0,1,1
5462,4480.7,64,70.15,0,0,1,0,0,0,1,0,0,0,1
5463,44.35,1,44.35,0,0,0,0,0,1,0,0,1,0,0
5464,499.4,25,20.75,0,0,0,0,1,0,1,1,0,0,0
5465,1553.2,26,56.05,0,0,1,0,0,0,1,0,0,0,0
5466,219.5,10,19.95,0,0,1,0,1,1,0,0,0,0,0
5467,5311.85,53,98.6,0,0,1,0,0,0,1,0,0,1,0
5468,586.05,7,79.7,0,0,0,0,0,0,0,0,1,0,0
5469,2576.8,33,79.0,0,0,0,1,0,0,0,0,0,0,0
5470,6435.25,71,89.45,0,1,0,1,0,0,0,1,0,0,0
5471,1993.25,29,74.2,0,0,0,0,0,0,0,0,0,0,0
5472,1923.85,24,81.0,0,0,0,0,0,1,0,0,0,1,1
5473,939.8,20,49.6,0,0,0,0,0,0,0,0,0,0,0
5474,84.6,1,84.6,0,0,0,0,0,0,0,0,0,0,0
5475,3092.65,54,55.0,0,0,0,1,0,0,0,0,1,0,0
5476,415.55,5,84.85,0,1,0,0,0,0,1,0,1,0,0
5477,5986.55,72,84.2,0,0,0,0,0,1,0,1,0,1,1
5478,5487.0,52,106.3,0,0,0,0,0,0,0,1,0,1,1
5479,651.5,9,69.05,0,0,0,0,0,0,0,0,0,0,0
5480,45.4,1,45.4,0,0,0,0,0,0,1,0,0,0,0
5481,73.65,1,73.65,0,1,0,0,0,0,0,0,1,0,0
5482,2405.05,33,73.9,0,0,1,0,0,0,1,0,1,0,1
5483,4458.15,55,77.75,0,0,0,0,0,0,0,0,1,0,0
5484,6856.45,69,99.35,0,0,0,0,0,0,0,1,0,0,1
5485,50.75,1,50.75,0,0,0,0,0,0,1,0,0,1,0
5486,4735.2,54,87.1,0,0,0,0,0,1,0,1,0,1,1
5487,682.15,33,20.15,0,0,1,0,1,0,1,0,0,0,0
5488,4525.8,45,98.7,0,1,1,0,0,1,0,0,0,0,1
5489,321.05,11,25.2,1,0,0,0,0,0,0,0,0,0,0
5490,335.65,6,55.7,0,0,0,0,0,1,0,0,0,1,0
5491,1424.4,21,65.35,0,0,0,0,0,1,0,0,0,1,0
5492,1748.55,65,25.3,0,0,0,0,1,1,0,1,0,0,0
5493,474.9,6,84.35,0,1,0,0,0,0,0,0,1,0,0
5494,668.4,8,84.95,0,0,0,0,0,0,0,0,1,1,0
5495,926.25,11,73.85,0,0,0,0,0,0,0,0,1,0,1
5496,1077.95,43,24.25,0,0,0,0,1,0,1,1,0,0,0
5497,2541.25,49,51.8,1,0,1,0,0,1,0,0,1,0,0
5498,46.0,1,46.0,0,1,0,0,0,0,0,0,1,0,0
5499,1156.1,15,79.4,0,1,0,0,0,0,0,0,1,0,0
5500,3694.45,60,60.5,0,0,0,0,0,1,0,1,0,1,0
5501,382.8,17,25.1,1,0,0,1,0,0,0,0,0,0,0
5502,1167.8,16,71.8,0,1,0,0,0,1,0,0,1,0,0
5503,746.75,35,20.05,0,0,1,0,1,1,0,0,0,0,0
5504,3912.9,44,88.4,0,1,1,0,0,0,1,0,1,0,0
5505,368.85,12,30.25,1,0,1,1,0,0,0,0,0,0,1
5506,20.2,1,20.2,0,0,0,0,1,0,1,0,0,0,0
5507,1654.7,28,59.9,0,0,1,0,0,0,0,0,0,1,1
5508,1940.85,70,25.15,0,0,0,0,1,1,0,1,0,0,0
5509,221.7,5,46.0,0,0,0,0,0,0,1,0,1,0,0
5510,1794.65,18,101.3,0,0,0,1,0,0,0,0,0,0,0
5511,5289.8,70,76.95,0,0,0,1,0,0,0,1,0,1,1
5512,501.2,9,55.3,0,0,0,0,0,0,1,0,0,0,0
5513,6140.85,67,92.45,0,1,0,0,0,1,0,1,0,1,1
5514,48.45,1,48.45,0,0,0,0,0,1,0,0,0,1,0
5515,309.25,18,19.35,0,0,0,0,1,0,1,1,0,0,0
5516,201.1,4,51.75,0,0,0,1,0,0,0,0,1,0,0
5517,6179.35,71,86.7,0,1,1,0,0,1,0,0,0,1,0
5518,2838.7,30,94.4,0,0,0,0,0,0,0,0,1,1,0
5519,55.7,1,55.7,0,0,0,0,0,0,1,0,0,1,0
5520,4589.85,55,84.25,0,0,1,1,0,0,0,0,0,1,0
5521,3735.45,59,64.65,0,0,0,0,0,0,0,0,0,0,1
5522,70.15,1,70.15,0,0,0,0,0,0,1,0,1,0,0
5523,477.55,7,69.2,0,0,0,0,0,1,0,0,0,0,0
5524,2553.7,45,54.65,0,0,0,0,0,1,0,1,0,1,1
5525,1342.15,54,24.75,0,0,1,0,1,1,0,0,0,0,0
5526,1216.35,51,23.95,0,0,1,0,1,0,1,0,0,0,0
5527,7578.05,72,105.0,0,1,1,1,0,0,0,0,0,0,0
5528,2603.95,44,59.85,0,0,1,0,0,1,0,0,0,1,1
5529,42.7,2,20.05,0,0,0,0,1,0,1,0,0,0,0
5530,6056.9,66,92.15,0,0,1,0,0,1,0,0,0,0,0
5531,2983.65,68,44.8,1,0,1,0,0,0,1,0,0,1,0
5532,689.35,31,20.9,0,0,0,1,1,0,0,1,0,0,0
5533,2025.1,21,95.4,0,1,0,0,0,1,0,0,0,0,0
5534,1747.2,21,80.35,0,0,0,0,0,0,0,0,0,1,0
5535,4657.95,55,85.1,0,0,0,0,0,1,0,1,0,1,1
5536,296.1,9,34.7,1,0,0,1,0,0,0,0,1,0,0
5537,8016.6,71,115.05,0,1,0,0,0,1,0,1,0,1,1
5538,81.1,1,81.1,0,0,0,0,0,0,0,0,1,0,0
5539,433.5,22,19.95,0,0,1,0,1,0,1,0,0,0,0
5540,20.55,1,20.55,0,0,0,0,1,0,1,0,1,0,0
5541,6428.4,61,106.6,0,0,0,0,0,0,0,1,1,0,1
5542,5883.85,67,86.15,0,0,0,0,0,1,0,1,0,0,1
5543,1043.8,14,78.85,0,1,0,0,0,0,0,0,0,1,0
5544,6252.9,59,106.75,0,0,0,0,0,0,0,0,1,1,1
5545,1857.25,21,86.55,0,1,0,0,0,1,0,0,0,0,0
5546,146.4,4,42.4,1,0,0,0,0,0,1,0,0,1,1
5547,240.45,3,89.45,0,0,0,0,0,0,0,0,1,0,0
5548,1724.15,70,24.25,0,0,0,0,1,1,0,1,0,0,0
5549,315.3,3,97.9,0,0,0,0,0,0,0,0,1,0,1
5550,429.55,21,20.5,0,1,1,0,1,1,0,0,0,0,0
5551,356.15,20,19.6,0,0,0,1,1,0,0,0,0,0,0
5552,488.25,22,20.25,0,0,1,0,1,1,0,0,0,0,0
5553,55.7,1,55.7,0,0,0,0,0,0,1,0,1,0,0
5554,1298.7,63,20.6,0,0,0,0,1,0,1,1,0,0,0
5555,1378.75,70,19.8,0,0,0,0,1,1,0,1,0,0,0
5556,973.45,13,79.8,0,0,0,0,0,0,0,0,1,0,0
5557,384.25,5,80.2,0,0,0,0,0,0,0,0,0,0,0
5558,8543.25,72,116.4,0,0,0,1,0,0,0,1,0,1,1
5559,389.95,13,31.65,1,0,0,0,0,0,0,0,0,0,0
5560,5731.85,61,94.15,0,0,0,1,0,0,0,0,0,0,1
5561,20.65,1,20.65,0,0,0,0,1,0,0,0,0,0,0
5562,4275.75,56,76.85,0,1,0,0,0,1,0,0,0,0,1
5563,84.5,4,20.15,0,0,0,0,1,0,1,0,0,0,0
5564,1924.1,35,55.25,0,0,0,0,0,0,1,1,0,1,0
5565,669.85,18,39.05,1,0,0,0,0,0,0,0,1,0,0
5566,5784.3,72,82.15,0,0,0,0,0,1,0,1,0,0,0
5567,5166.2,49,103.0,0,1,1,0,0,1,0,0,0,1,1
5568,4060.55,44,95.1,0,0,0,1,0,0,0,0,0,1,1
5569,267.4,3,83.9,0,1,0,0,0,0,1,0,1,0,1
5570,3532.85,37,95.15,0,0,0,0,0,0,0,0,0,0,0
5571,4914.8,61,79.8,0,0,1,0,0,0,0,0,0,0,0
5572,5315.8,70,74.8,0,0,0,1,0,0,0,1,0,1,1
5573,69.85,1,69.85,0,1,0,0,0,0,0,0,1,0,0
5574,775.6,41,20.45,0,0,0,0,1,0,0,0,0,0,0
5575,5445.95,70,78.35,0,0,1,0,0,1,0,0,0,1,1
5576,53.55,1,53.55,0,0,0,0,0,0,1,0,1,0,0
5577,1007.8,51,19.1,0,0,1,0,1,0,0,0,0,0,0
5578,833.55,42,20.0,0,0,0,0,1,0,1,1,0,0,0
5579,6579.05,70,93.9,0,0,0,0,0,1,0,1,1,1,1
5580,1004.5,48,19.95,0,0,1,0,1,1,0,0,0,0,0
5581,7856.0,68,113.15,0,0,0,0,0,0,0,1,1,1,1
5582,1183.05,48,24.0,0,0,0,1,1,0,0,1,0,0,0
5583,2169.75,26,84.95,0,1,0,0,0,0,0,0,1,0,0
5584,896.9,11,80.5,0,0,0,0,0,1,0,0,1,0,0
5585,19.3,1,19.3,0,0,0,0,1,0,1,0,1,0,0
5586,501.35,27,19.15,0,0,1,0,1,0,1,0,0,0,0
5587,4126.35,46,91.3,0,1,1,0,0,1,0,0,0,0,0
5588,49.65,1,49.65,0,0,0,0,0,0,1,0,1,0,0
5589,2460.15,46,54.35,0,0,0,1,0,0,0,1,1,0,1
5590,477.6,25,19.15,0,0,0,0,1,0,1,0,0,0,0
5591,370.65,4,88.45,0,0,0,0,0,0,0,0,1,0,0
5592,265.75,13,19.75,0,0,0,0,1,0,1,1,0,0,0
5593,2424.45,31,75.5,0,0,1,1,0,0,0,0,0,1,1
5594,1849.95,23,83.75,0,0,0,0,0,0,0,0,0,0,0
5595,61.05,2,19.4,0,0,0,0,1,0,1,0,0,0,0
5596,1698.55,65,26.5,0,0,0,0,1,1,0,1,0,0,0
5597,1910.6,22,90.5,0,1,0,0,0,1,0,0,1,0,1
5598,998.1,55,19.15,0,0,1,1,1,0,0,0,0,0,0
5599,890.6,9,94.85,0,0,0,0,0,0,1,0,1,0,1
5600,529.5,7,69.95,0,0,0,0,0,1,0,0,1,0,0
5601,1383.6,35,40.9,1,0,1,0,0,0,1,0,0,0,1
5602,493.4,6,80.25,0,0,0,0,0,0,1,1,0,1,1
5603,48.6,1,48.6,0,0,0,1,0,0,0,0,1,1,0
5604,1207.0,17,70.8,0,0,0,0,0,0,0,0,0,0,0
5605,563.5,10,60.2,0,0,0,0,0,0,1,0,0,0,0
5606,864.55,15,55.2,0,0,1,1,0,0,0,0,0,0,1
5607,2109.35,40,55.8,1,1,0,0,0,0,0,0,1,1,0
5608,701.05,13,54.15,0,0,1,0,0,1,0,0,0,1,1
5609,2265.25,29,80.15,0,0,0,0,0,1,0,0,1,0,0
5610,220.6,3,75.5,0,0,0,0,0,0,0,0,1,0,0
5611,5749.8,58,100.4,0,1,0,0,0,1,0,0,0,0,1
5612,2796.45,45,62.55,0,0,1,1,0,0,0,0,0,1,1
5613,5165.7,72,70.45,0,0,0,0,0,1,0,1,0,1,1
5614,5696.6,68,85.5,0,0,1,0,0,1,0,0,0,1,0
5615,20.2,1,20.2,0,0,0,0,1,1,0,0,1,0,0
5616,2076.05,38,54.5,0,0,0,0,0,0,0,0,0,1,0
5617,44.2,2,20.75,0,0,0,0,1,0,1,0,0,0,0
5618,215.25,11,20.35,0,0,0,0,1,0,1,0,0,0,0
5619,1859.5,20,91.0,0,1,1,0,0,1,0,0,0,0,0
5620,7470.1,72,104.8,0,0,0,0,0,1,0,1,0,0,0
5621,229.5,3,74.75,0,0,0,1,0,0,0,0,1,0,0
5622,2470.1,23,104.05,0,0,0,0,0,0,1,0,1,0,1
5623,2092.9,40,51.1,0,0,0,0,0,0,0,0,0,0,1
5624,5629.55,62,89.8,0,1,0,0,0,1,0,0,0,0,0
5625,469.85,22,20.55,0,0,0,0,1,0,0,0,0,0,0
5626,733.95,11,64.05,0,0,0,0,0,1,0,0,0,1,0
5627,485.25,7,74.85,0,1,0,0,0,0,0,0,0,0,0
5628,1244.5,13,96.65,0,0,0,0,0,0,0,0,1,1,0
5629,20.05,1,20.05,0,1,0,0,1,0,1,0,1,0,0
5630,3994.45,39,103.45,0,0,0,0,0,0,0,0,1,0,0
5631,78.25,3,25.0,1,0,0,0,0,0,1,0,0,0,0
5632,1131.5,58,20.3,0,0,0,1,1,0,0,1,0,0,0
5633,184.05,6,26.35,0,0,0,0,1,0,1,0,0,0,0
5634,19.9,1,19.9,0,0,0,0,1,0,0,0,1,0,0
5635,1178.75,22,54.7,0,0,0,0,0,0,1,0,0,0,0
5636,667.7,14,46.35,1,0,0,0,0,0,0,0,1,0,0
5637,5629.15,64,90.25,0,0,1,1,0,0,0,0,0,0,0
5638,19.95,1,19.95,0,0,0,0,1,0,0,0,1,0,0
5639,109.3,6,20.65,0,0,0,0,1,0,1,0,0,0,0
5640,79.6,1,79.6,0,0,0,0,0,0,0,0,1,0,0
5641,958.45,39,25.45,0,0,1,0,1,1,0,0,0,0,0
5642,403.15,20,19.5,0,0,1,0,1,0,1,0,0,0,0
5643,75.9,1,75.9,0,0,0,0,0,0,0,0,1,0,1
5644,76.2,1,76.2,0,0,0,0,0,0,0,0,1,0,0
5645,4392.5,64,66.15,0,0,1,1,0,0,0,0,0,1,0
5646,19.25,1,19.25,0,0,0,0,1,0,1,0,1,0,0
5647,3168.0,46,69.1,0,0,0,1,0,0,0,0,0,0,0
5648,1096.6,28,39.1,1,1,1,0,0,0,0,0,0,0,0
5649,669.45,33,20.05,0,0,0,0,1,0,1,0,0,0,0
5650,2343.85,39,59.8,0,0,1,0,0,0,0,0,0,1,0
5651,3588.4,42,84.3,0,0,0,0,0,0,0,0,1,0,1
5652,48.6,1,48.6,0,0,0,0,0,0,0,0,0,0,0
5653,522.95,7,79.0,0,0,0,0,0,0,0,0,1,0,0
5654,7511.9,70,105.35,0,1,0,1,0,0,0,1,0,1,0
5655,1725.0,65,25.1,0,0,0,0,1,1,0,1,0,0,0
5656,49.75,1,49.75,0,0,0,0,0,0,0,0,0,1,0
5657,1691.9,18,94.75,0,0,0,0,0,0,0,0,0,0,0
5658,2248.05,24,93.0,0,0,0,0,0,0,0,0,0,0,0
5659,4479.2,63,71.9,0,0,0,0,0,1,0,1,0,1,1
5660,3471.1,44,77.55,0,0,1,0,0,0,1,0,0,0,0
5661,63.0,4,19.85,0,0,0,0,1,0,0,0,0,0,0
5662,70.25,1,70.25,0,0,0,0,0,0,0,0,1,0,0
5663,3314.15,37,95.25,0,0,0,0,0,0,0,0,0,0,0
5664,865.55,10,84.6,0,1,0,1,0,0,0,0,1,0,0
5665,852.7,34,25.05,1,0,0,0,0,1,0,0,0,0,0
5666,1930.9,35,53.15,1,0,1,1,0,0,0,0,0,1,0
5667,91.4,4,20.15,0,0,0,0,1,0,0,0,0,0,0
5668,3949.15,39,101.25,0,1,0,0,0,0,0,0,0,0,1
5669,4304.0,43,100.55,0,1,1,0,0,1,0,0,0,0,0
5670,409.9,17,24.1,0,0,0,0,1,0,1,0,1,0,0
5671,1554.9,61,25.3,0,0,0,0,1,1,0,1,0,0,0
